tenure_months,monthly_charges,total_charges,contract_type,support_calls,is_senior_citizen,has_tech_support,churn
9,106.74,927.19,2,1,0,1,1
69,50.58,3217.75,1,0,0,0,0
44,81.89,3502.87,2,1,0,1,0
46,96.0,4015.25,0,1,0,1,0
6,32.83,181.06,0,0,0,1,0
45,98.08,4449.5,0,0,0,1,1
52,113.85,6072.13,2,2,0,0,1
42,92.84,3565.53,0,2,0,0,0
6,64.12,370.99,1,0,0,0,0
38,107.67,3705.36,1,0,0,0,0
68,72.75,4257.72,0,0,0,0,0
52,94.48,4901.03,2,1,0,1,0
10,102.05,902.33,0,3,0,1,1
70,94.94,6214.77,0,3,0,0,0
69,48.79,3189.46,1,0,0,1,0
12,31.78,338.23,0,1,0,1,1
58,43.83,2208.89,0,1,0,0,0
29,70.29,1874.53,0,2,0,1,1
43,70.53,3155.49,0,1,0,0,0
32,78.26,2436.77,1,2,0,1,0
57,59.51,3142.01,2,1,0,1,0
72,98.69,6095.13,0,2,0,0,1
58,111.32,6263.22,0,4,0,0,1
67,44.67,2599.18,0,3,0,1,0
69,93.65,6193.74,2,1,0,0,0
6,87.8,527.01,1,0,0,1,1
18,72.31,1216.61,0,1,1,1,0
52,38.85,1838.14,0,1,0,0,0
43,99.52,3678.01,2,1,0,1,0
3,116.06,297.68,2,1,1,1,1
6,92.18,517.69,0,3,0,0,1
37,111.79,4246.54,2,0,0,1,0
44,118.42,4683.24,0,4,0,0,1
12,55.21,639.21,0,3,1,1,0
12,83.82,992.62,1,1,0,0,0
9,67.39,522.91,0,2,0,0,1
41,118.66,4284.27,0,1,1,1,0
0,29.38,0.0,2,1,0,1,0
41,61.24,2470.71,2,3,1,0,1
34,107.55,3429.28,0,3,0,1,1
34,48.41,1640.74,1,1,1,1,1
49,98.78,4954.06,1,1,0,0,0
38,58.28,2218.35,1,1,0,1,0
53,118.0,6557.0,2,0,1,1,1
55,108.35,5964.45,1,2,0,1,0
67,50.13,3427.35,0,8,0,1,0
58,97.02,5719.86,0,4,0,1,0
37,53.69,1978.69,2,2,1,1,0
35,80.64,2851.64,2,4,0,1,0
17,85.85,1513.36,0,1,1,0,1
43,102.96,4183.96,0,1,0,0,1
10,22.45,219.48,1,1,0,1,1
67,42.02,2682.99,0,0,0,1,0
61,91.19,5675.0,0,2,1,0,0
8,76.35,571.87,2,1,0,0,1
57,69.56,4020.21,2,0,0,0,0
8,25.52,206.18,2,0,0,1,1
52,54.83,2971.98,1,4,1,1,1
6,106.51,575.02,0,3,0,1,1
35,23.09,801.62,2,0,0,0,0
48,59.64,2866.68,0,2,0,1,1
53,114.51,6295.14,0,2,0,0,1
30,25.09,776.32,2,0,0,0,0
67,94.97,6138.41,1,0,0,0,0
56,45.76,2475.0,2,2,0,1,0
15,106.66,1413.44,0,0,0,1,1
48,94.61,4745.6,2,1,0,0,0
53,108.57,5184.56,1,1,0,0,1
24,41.59,993.12,1,3,0,1,0
53,73.13,3911.39,2,1,0,0,0
65,97.93,5972.34,0,2,0,0,0
59,44.57,2346.26,1,0,0,0,0
55,43.07,2103.05,1,3,0,0,0
46,22.72,1067.38,1,0,0,0,0
19,115.85,2095.83,2,1,0,1,0
58,91.0,4581.45,1,0,0,0,1
26,83.56,2158.23,0,2,0,0,1
38,94.4,3228.6,0,3,0,1,1
22,73.16,1650.21,2,1,0,0,0
22,67.61,1356.4,2,1,0,1,0
11,64.95,635.9,2,1,0,0,0
70,84.04,5100.22,0,0,0,1,0
10,40.15,382.35,0,4,0,0,1
6,108.81,613.78,1,2,0,1,1
68,101.18,6882.05,1,1,0,1,0
40,54.96,2072.92,0,2,0,1,1
31,77.86,2217.58,1,1,0,1,0
53,34.1,1630.78,0,1,0,0,0
27,117.23,2866.51,0,3,0,0,1
9,110.29,1027.92,0,0,0,1,1
53,112.19,5250.47,0,1,0,1,1
12,53.22,669.06,0,3,0,0,0
40,36.91,1351.47,2,1,0,1,0
69,41.18,2465.44,1,1,0,1,0
68,29.0,1774.28,2,3,0,1,0
26,32.01,717.14,0,0,0,1,0
56,27.13,1531.44,0,2,0,1,0
44,118.98,4986.51,0,0,0,0,1
34,27.41,854.96,1,0,0,1,0
10,33.25,326.65,0,3,1,0,0
27,102.73,2707.5,1,2,0,0,1
47,78.02,3806.19,2,1,0,1,0
72,97.44,7312.11,2,2,0,1,1
0,83.09,0.0,0,2,1,0,1
52,108.22,5703.77,0,0,0,1,0
61,83.85,5158.25,0,1,0,0,1
69,72.21,4724.7,0,2,0,0,0
30,91.27,2713.16,1,1,0,1,1
8,64.74,448.34,0,1,0,1,0
19,54.61,1039.25,1,3,1,1,0
62,66.77,4315.13,0,1,1,0,0
64,36.97,2051.38,2,1,1,1,0
46,99.66,4663.32,2,0,0,0,0
8,46.07,382.05,0,3,0,1,1
8,35.35,253.17,2,3,0,0,0
34,44.64,1449.4,0,1,0,1,0
42,104.21,4532.51,1,1,0,0,0
2,53.02,110.5,2,2,0,0,1
50,88.6,3878.8,2,0,0,0,0
39,105.64,3789.54,2,1,1,1,0
0,27.77,0.0,0,5,1,1,1
6,96.5,517.81,2,1,0,1,1
33,50.77,1532.92,1,0,0,0,0
52,41.66,1851.46,0,0,0,0,1
60,88.89,4697.15,0,1,0,1,0
31,110.98,3311.25,1,2,0,0,1
21,49.5,1019.35,1,3,0,1,0
70,76.88,5272.8,0,3,0,0,1
33,48.98,1625.51,2,2,0,1,0
23,75.43,1618.75,1,4,1,1,1
32,82.19,2379.43,0,2,0,0,0
0,81.03,0.0,0,0,0,0,1
22,82.35,1614.82,1,2,0,1,1
37,33.51,1131.35,1,2,0,0,0
67,89.35,5301.85,1,2,0,1,0
53,87.48,3959.65,0,0,0,1,0
57,88.26,4434.62,1,0,0,0,0
39,27.41,1051.05,1,0,0,1,0
8,64.68,504.98,2,1,0,0,0
28,60.9,1768.53,0,1,1,1,0
72,28.67,2084.13,1,1,0,0,0
3,42.24,122.1,0,2,0,1,0
64,64.1,3599.9,0,5,1,0,0
49,94.29,4448.4,1,1,0,0,1
20,43.71,753.84,1,5,0,0,0
56,102.97,5398.3,0,1,1,0,0
61,74.58,4222.06,1,2,0,1,0
3,96.04,269.55,0,0,0,0,1
7,67.26,426.55,0,1,0,0,0
48,69.92,3313.09,0,2,0,0,1
72,81.97,6009.19,0,2,0,0,1
1,112.8,113.22,1,1,0,0,1
48,69.18,3239.45,2,1,0,0,0
9,72.87,628.07,1,0,0,1,0
47,80.2,3227.42,0,0,1,1,0
45,93.75,4195.91,0,0,0,1,0
6,27.19,156.45,0,1,0,0,1
49,71.57,3170.78,1,2,1,1,1
65,68.16,4056.33,0,1,0,1,0
63,112.17,7329.04,0,0,0,1,1
2,69.35,135.21,1,0,0,0,1
17,66.83,1073.83,1,2,0,0,1
17,116.22,1924.73,0,2,0,0,1
33,65.06,2002.59,0,2,0,0,0
10,38.09,359.58,1,2,1,1,0
62,41.69,2347.14,0,2,0,0,1
56,29.52,1550.58,0,2,0,0,0
59,20.06,1168.29,2,1,0,0,1
14,63.19,759.03,0,1,1,0,1
1,96.92,97.79,0,3,0,0,1
66,93.35,5585.63,0,5,0,0,1
21,23.21,480.84,0,1,0,1,1
47,77.0,3541.35,0,1,0,0,1
66,35.43,2292.84,0,2,1,1,1
2,114.11,221.74,1,0,0,1,1
0,36.74,0.0,0,2,0,1,0
0,82.66,0.0,2,1,0,1,0
11,52.62,576.77,2,2,0,0,0
3,84.16,250.23,0,1,0,1,1
59,61.23,3241.39,0,1,0,1,1
44,95.96,3828.14,1,1,0,0,0
71,43.07,2858.6,2,0,0,0,0
58,110.58,5807.8,2,1,0,1,1
70,70.02,4525.7,0,3,0,0,0
17,95.61,1508.66,0,1,0,1,0
21,104.97,2139.94,0,1,0,0,1
62,119.88,6644.55,2,2,1,0,0
17,42.39,728.45,1,2,1,1,1
4,48.69,182.59,0,1,1,1,1
48,45.04,2143.0,1,0,0,1,0
58,46.29,2325.83,0,1,0,1,1
70,78.24,5170.06,1,1,1,1,0
67,119.35,6842.11,0,0,0,0,0
8,119.03,938.13,1,3,0,1,1
56,72.68,3739.35,1,1,0,0,1
61,83.9,5321.85,1,1,0,0,1
50,106.0,4848.57,0,4,0,1,1
59,113.29,6435.2,2,3,0,0,1
61,40.39,2221.05,1,1,0,1,0
32,72.85,2270.64,0,1,0,0,1
2,103.28,194.87,0,0,0,0,1
33,50.32,1534.57,1,1,0,0,0
14,63.98,797.85,0,1,0,1,1
8,118.56,827.36,0,0,0,1,1
9,118.5,932.1,0,2,0,0,1
50,110.61,5805.96,0,0,0,0,1
36,99.84,3351.49,0,2,1,0,1
39,46.91,1555.77,1,1,0,0,0
54,52.09,2927.02,0,2,1,1,0
40,74.73,2552.76,1,0,0,1,0
45,76.08,3196.67,0,0,0,0,1
6,70.55,420.55,0,4,0,0,1
62,83.67,5358.31,0,2,0,1,1
32,60.83,1932.11,1,1,0,0,1
11,94.92,984.32,2,4,0,0,1
59,53.35,3288.94,0,0,0,1,0
53,53.07,2412.92,0,3,1,0,1
3,32.72,102.81,0,1,0,0,1
14,38.87,555.0,0,3,1,0,1
1,105.05,108.81,2,1,0,1,1
19,64.63,1106.35,0,1,0,0,0
7,42.79,263.13,2,2,0,1,0
51,95.93,4807.61,1,2,0,0,0
38,75.4,2731.03,0,2,0,0,1
71,22.12,1499.27,2,1,1,1,0
54,51.64,2885.95,0,2,0,0,0
44,37.7,1615.7,1,2,0,0,1
37,85.59,2888.82,0,2,1,0,1
3,47.5,132.53,2,5,0,1,0
5,26.49,116.12,0,4,0,0,0
44,25.49,996.46,0,1,0,1,0
0,78.17,0.0,2,4,0,0,0
3,22.17,67.31,0,0,0,0,0
15,104.88,1559.0,0,1,0,0,1
64,35.54,2174.64,1,2,0,0,0
33,80.66,2461.81,0,0,0,1,1
51,64.47,3234.37,2,3,0,0,0
30,64.29,1952.97,1,0,1,1,1
12,27.18,334.72,1,1,0,0,0
27,100.28,2597.64,0,2,0,1,1
6,109.31,665.03,0,2,0,0,1
56,21.1,1125.19,2,1,0,1,0
13,37.86,465.06,0,3,0,0,1
27,110.39,3049.34,0,1,0,1,1
71,74.95,4934.45,0,1,0,1,0
43,35.0,1398.42,0,1,0,1,1
33,40.28,1210.91,1,3,0,0,1
39,86.0,3198.85,1,0,0,1,1
57,92.48,5055.08,1,1,0,0,0
18,79.94,1413.15,2,0,0,0,0
46,115.31,4965.32,0,2,0,0,0
63,69.41,3907.42,0,1,0,1,1
41,50.03,2099.16,0,0,1,0,1
32,67.72,1991.94,1,2,0,1,0
10,55.97,579.06,0,2,0,1,1
18,42.44,681.01,1,2,0,0,0
69,24.6,1632.92,0,1,0,0,0
39,55.22,2061.67,2,0,1,1,0
21,91.14,1944.05,2,0,0,0,0
30,21.84,575.12,2,1,0,0,0
42,63.92,2770.51,0,2,0,0,1
39,84.4,3147.71,2,2,1,1,0
51,81.04,3997.57,0,2,1,0,1
18,97.66,1673.56,0,2,0,0,1
47,101.05,4071.17,0,3,0,0,1
32,91.17,2769.87,0,1,0,0,0
68,30.28,1858.72,1,3,0,1,0
11,67.5,682.01,0,5,0,1,1
10,80.34,787.19,0,3,0,1,1
33,44.56,1396.28,1,1,0,1,0
37,24.26,779.71,2,1,0,0,0
50,42.36,1831.24,1,1,0,1,0
29,65.49,1684.85,1,2,0,1,0
66,61.39,3598.66,0,3,0,1,0
34,37.67,1244.48,2,0,0,1,0
9,102.44,816.45,0,3,0,0,1
8,112.57,924.28,0,4,1,1,1
71,40.13,2541.38,0,3,0,0,0
9,112.96,882.67,1,2,0,1,0
69,21.79,1541.32,0,1,0,0,1
20,112.5,2045.4,1,2,0,1,1
6,115.19,646.27,0,1,0,1,1
22,21.21,486.13,0,3,0,1,0
44,96.3,4401.92,0,3,0,0,1
31,117.02,3602.17,0,0,0,1,1
57,110.59,5445.0,0,1,0,1,0
44,117.07,4989.69,1,2,0,1,1
29,75.03,2279.91,0,3,0,1,0
46,27.82,1330.12,0,0,0,1,0
70,104.98,6402.1,1,2,1,1,1
30,81.38,2268.53,0,1,0,0,0
11,81.47,818.3,0,2,0,0,1
29,61.73,1568.09,0,3,0,1,1
61,77.18,4656.0,0,1,0,1,0
15,35.36,479.89,0,2,0,0,1
69,93.98,5959.19,1,2,0,0,0
42,27.5,1002.62,0,3,0,0,0
43,92.98,3796.61,1,0,0,1,0
23,104.9,2127.12,0,0,0,1,1
67,67.25,4219.27,1,3,1,1,0
2,70.98,124.74,1,1,0,0,1
21,51.22,1119.47,0,2,0,0,1
30,116.95,3083.96,0,2,0,1,1
34,93.31,3027.8,0,1,0,0,0
34,56.9,1720.63,2,0,0,0,0
10,37.48,324.3,2,0,0,0,0
16,41.96,597.82,0,2,0,1,1
6,66.39,342.95,1,2,0,0,1
41,114.26,4112.57,0,3,0,0,0
25,93.41,2215.44,0,1,0,0,1
41,41.52,1668.89,1,4,0,1,0
43,105.96,3952.43,0,3,0,0,1
51,57.82,2766.59,0,0,0,0,1
39,105.17,3963.2,2,0,0,0,1
47,44.17,1861.84,0,0,0,0,1
42,81.87,3178.64,1,1,1,1,0
47,112.67,4577.25,0,3,0,1,0
45,45.79,1842.19,0,2,0,0,1
23,89.29,1937.33,0,0,0,1,1
17,118.73,2115.47,2,1,0,0,0
57,35.06,2096.85,0,2,0,1,0
25,28.84,754.11,0,1,0,0,0
40,87.42,3268.17,1,3,0,0,0
14,53.97,654.44,2,0,1,1,0
31,27.12,769.02,2,2,0,1,0
38,67.53,2303.22,1,1,0,1,0
45,95.38,3660.41,0,2,0,1,1
38,48.51,1601.98,1,1,0,1,0
26,53.5,1308.43,2,3,0,1,0
70,104.57,6719.17,2,3,0,0,0
37,72.01,2360.82,2,1,0,0,0
59,104.27,6110.22,0,3,0,1,1
53,64.64,3156.72,0,1,0,1,0
40,115.3,4705.96,1,3,0,1,0
64,85.08,4890.78,0,1,0,0,0
9,31.59,272.28,0,1,0,0,0
67,108.51,6447.39,0,0,0,0,0
62,68.93,4055.96,1,0,0,1,0
36,34.16,1082.8,2,2,0,0,0
53,35.27,1649.32,1,2,1,1,0
37,88.75,3193.27,2,0,0,0,0
19,24.74,424.35,1,3,0,0,0
58,48.66,2496.23,1,1,1,1,0
17,33.98,598.43,0,1,1,0,1
22,64.11,1210.99,1,2,0,1,1
37,61.44,2189.24,0,0,0,0,0
61,72.19,4225.92,0,1,0,1,0
28,47.96,1208.76,0,1,1,1,1
36,23.2,785.55,2,0,0,1,0
3,81.44,211.96,1,1,0,0,1
8,57.37,456.32,2,1,0,0,0
4,85.13,304.54,2,3,1,1,1
5,30.87,137.17,2,1,0,1,0
63,21.38,1229.72,0,1,0,1,0
61,44.83,2817.97,2,3,0,1,0
59,65.65,3909.35,2,0,0,1,0
4,59.41,247.0,2,2,0,1,0
5,101.03,495.25,0,1,0,1,1
20,57.78,1135.47,0,2,0,1,1
41,73.04,2832.95,2,4,0,1,0
24,79.35,1963.51,0,3,0,1,1
35,22.18,739.17,0,0,0,1,0
12,71.51,790.34,0,1,0,0,1
53,54.48,2824.13,0,0,0,0,0
22,62.13,1311.13,0,2,1,1,1
4,30.03,105.08,2,5,0,1,0
54,98.28,4927.9,2,3,1,0,0
65,114.24,6777.09,2,2,0,1,1
1,22.23,22.66,0,1,0,1,1
31,80.14,2299.92,0,3,0,1,1
60,96.38,5865.56,0,1,0,1,0
51,48.48,2320.37,0,1,0,0,0
62,98.76,6127.41,0,2,0,0,1
30,83.24,2190.19,1,1,0,0,1
27,112.92,3155.34,2,3,0,1,0
51,118.1,5698.53,0,3,0,0,1
11,24.23,240.4,0,0,0,1,1
17,64.49,984.83,0,2,0,1,1
43,74.7,2900.58,0,1,1,1,0
48,34.67,1536.59,0,1,0,1,1
8,53.63,426.25,0,5,0,1,1
37,118.76,4569.54,0,3,0,1,0
26,21.62,553.02,0,0,1,0,1
36,65.25,2253.71,2,2,0,0,0
69,104.27,6760.93,0,2,0,1,0
5,52.39,266.05,0,2,0,0,1
72,67.98,4992.12,0,0,0,1,1
32,117.8,3425.09,0,2,0,0,1
56,67.49,3933.2,1,0,0,1,0
30,33.09,922.24,2,1,0,0,0
22,25.17,559.29,2,1,0,1,0
56,114.54,6692.39,1,1,1,0,0
50,46.58,2307.41,0,1,0,1,1
10,70.41,621.23,0,0,0,0,1
51,29.07,1433.98,0,0,0,1,0
54,62.37,2942.79,0,0,0,0,0
28,113.01,3189.05,2,0,0,1,0
67,70.24,4264.95,0,2,0,1,0
46,117.11,5328.03,0,0,0,1,1
24,45.88,1136.38,0,5,0,1,0
0,70.45,0.0,0,2,0,1,0
49,105.95,4820.73,2,1,0,1,0
15,64.83,952.44,0,0,0,0,0
55,47.95,2463.01,0,1,0,1,0
38,105.55,3549.5,0,3,0,0,1
34,58.99,1716.47,2,2,0,1,0
11,73.07,748.57,0,1,0,0,1
51,117.65,5879.2,1,2,0,0,0
12,38.65,447.47,0,1,0,1,1
30,50.14,1325.57,0,0,1,0,0
61,23.11,1325.32,2,1,0,0,0
67,59.18,3663.3,0,0,0,0,1
72,40.02,2607.24,0,2,0,1,0
69,88.0,6046.83,1,1,0,0,1
40,38.13,1390.88,0,5,0,0,1
14,87.48,1173.32,0,0,0,1,0
61,46.35,2925.3,2,3,0,1,0
58,55.52,3084.45,0,2,0,0,1
72,54.89,3846.97,0,1,0,1,0
47,91.68,3725.74,0,1,0,0,1
10,66.65,590.27,1,0,1,1,1
36,56.13,1758.38,0,1,0,0,0
32,105.26,3378.3,0,2,0,0,1
61,77.2,4790.12,1,2,0,0,0
28,41.38,1028.05,1,2,0,1,0
23,110.01,2261.66,2,2,0,0,0
5,54.27,248.19,0,0,1,1,1
60,23.9,1388.42,0,3,1,0,1
55,69.46,3722.34,0,2,0,1,1
3,32.39,95.94,1,2,0,1,0
31,43.85,1401.54,0,1,0,0,1
35,94.71,3013.23,1,1,0,0,0
34,33.08,1104.2,0,0,0,0,0
67,100.69,6489.5,2,0,0,1,0
10,113.69,1035.91,2,0,0,0,1
22,80.65,1830.16,0,0,0,1,0
13,91.04,1028.59,2,1,0,1,0
17,91.36,1541.32,2,1,0,1,1
66,119.28,7837.64,0,1,1,1,0
68,54.15,3803.95,0,3,0,0,0
3,36.29,103.83,1,2,0,0,0
46,71.92,3024.88,0,2,0,1,1
16,73.32,1191.36,0,2,0,0,1
14,37.79,531.26,0,1,0,1,1
21,81.31,1622.24,2,0,0,1,0
14,21.41,300.81,0,0,0,0,0
35,112.77,3566.37,1,4,0,0,1
72,46.46,3237.75,0,1,0,0,0
42,23.96,1029.5,0,0,0,0,0
52,30.82,1464.17,2,2,1,1,0
36,44.02,1500.27,0,2,0,1,0
1,47.39,49.3,0,3,0,0,1
6,23.28,141.03,0,0,0,1,1
19,47.94,935.82,1,4,0,0,0
17,39.29,619.2,0,0,0,1,0
61,57.86,3703.47,0,1,0,1,1
61,58.52,3143.19,0,2,0,0,0
62,53.9,3187.26,0,1,1,1,1
46,52.79,2296.86,0,1,0,1,0
40,28.97,1170.02,0,1,0,0,0
47,22.52,1092.02,0,0,0,0,1
29,40.21,1161.69,0,0,1,1,1
48,95.66,4478.56,1,2,0,0,0
57,119.08,6349.67,1,1,0,0,1
55,112.85,5909.23,0,1,0,0,1
44,70.42,2949.32,0,1,0,1,0
4,73.18,250.0,0,1,0,0,1
52,51.46,2543.75,2,1,0,1,0
26,97.39,2585.81,0,1,0,0,1
54,96.48,5167.48,0,2,0,0,1
39,104.43,4110.0,0,0,0,1,0
64,109.55,6507.07,0,3,0,0,1
24,63.43,1455.03,0,1,0,1,0
67,96.69,5549.88,0,0,1,0,0
61,100.64,5688.43,1,2,0,1,0
24,50.85,1153.14,1,3,1,0,0
35,112.92,3561.1,1,3,0,1,0
38,29.43,957.58,1,4,0,0,0
56,119.43,6608.37,0,2,0,1,1
50,97.01,4545.0,2,0,0,0,1
62,29.33,1696.87,1,2,0,0,0
27,85.62,2080.56,2,3,0,1,0
36,23.42,807.34,1,1,1,0,0
31,97.02,2819.96,0,2,0,0,1
66,99.92,6230.67,0,1,1,1,0
22,80.24,1705.57,0,2,0,1,0
42,105.69,3778.75,0,1,0,1,1
8,29.79,245.84,0,2,0,1,0
62,47.59,2549.94,0,0,0,0,1
28,61.42,1616.89,0,2,0,0,1
24,24.25,518.84,2,2,0,1,0
42,64.82,2599.27,1,2,0,0,0
36,46.52,1517.37,1,2,0,0,0
61,59.27,3695.02,0,1,0,0,0
38,62.51,2207.37,1,2,1,0,1
37,107.94,3904.92,2,2,0,0,1
7,47.03,296.22,1,0,0,0,0
1,109.37,93.39,1,1,0,1,1
29,62.6,1689.83,0,2,0,1,1
72,52.78,3637.88,0,4,1,1,0
66,70.25,4367.16,1,1,0,0,0
45,61.77,2897.52,2,1,0,0,0
46,45.74,2085.88,0,1,0,1,0
28,70.27,2064.23,0,0,0,0,1
12,35.18,383.75,0,1,0,0,1
0,55.19,0.0,0,0,0,1,1
24,76.58,1766.45,2,2,0,1,0
23,61.34,1371.81,1,2,0,0,1
13,102.39,1393.86,0,2,0,1,1
18,45.67,806.27,0,0,0,1,1
1,116.98,120.46,0,2,1,1,1
44,98.47,4311.67,0,0,0,0,1
67,116.76,6848.79,0,1,1,1,1
50,103.81,5138.0,2,6,0,1,0
32,34.21,1036.55,1,1,0,0,0
30,72.65,2253.08,0,1,0,1,0
22,37.0,823.25,1,0,0,1,0
10,101.82,886.68,1,1,0,0,1
43,78.42,2956.57,0,1,0,0,1
41,46.34,1641.4,1,1,1,0,0
0,112.96,0.0,1,2,0,1,0
30,31.52,819.04,2,0,0,0,0
20,76.39,1519.76,0,1,0,1,1
12,92.1,1061.51,0,2,0,0,1
51,25.88,1342.55,0,2,0,1,0
38,79.79,2746.89,0,0,0,1,1
46,101.59,4457.37,0,0,0,1,0
52,26.75,1215.03,1,1,0,1,0
71,71.22,5192.75,0,2,0,0,1
58,45.86,2354.0,0,1,0,0,0
45,86.29,3380.09,2,1,0,1,1
64,31.87,1817.38,0,1,0,0,0
34,113.71,3909.62,0,0,0,1,0
71,109.47,6771.0,1,1,0,1,0
55,38.6,2065.44,0,4,0,1,0
47,52.33,2457.63,0,0,0,0,1
65,78.76,5120.51,1,5,0,1,1
37,91.81,3016.55,0,0,0,0,1
52,64.27,2881.92,0,2,0,1,0
20,35.63,669.67,0,1,0,1,0
70,30.42,1896.22,2,3,0,1,0
45,119.98,5344.32,0,0,0,1,1
57,65.54,3441.92,1,0,0,0,0
33,107.25,3326.44,0,3,0,1,1
63,68.24,3751.83,1,0,0,1,1
5,112.24,540.72,0,4,1,0,1
8,28.78,204.25,0,1,0,1,0
37,31.4,1145.3,0,2,0,1,1
53,112.96,5174.06,1,1,1,1,1
59,114.75,7076.12,0,0,1,1,0
32,51.47,1625.47,0,2,0,0,1
47,55.52,2312.87,0,1,1,1,0
40,65.25,2225.86,0,2,0,0,0
70,61.62,3954.92,1,3,0,1,0
47,39.0,1614.07,0,0,0,0,0
30,109.84,2944.86,0,5,0,1,1
70,45.33,3251.0,0,2,0,0,1
7,90.53,615.1,0,0,0,0,0
71,26.72,1679.5,0,3,0,0,0
11,23.88,252.52,0,1,0,1,0
21,85.37,1615.57,0,2,0,0,1
59,53.9,3323.97,2,3,0,0,0
53,85.55,3883.73,0,3,1,0,1
70,29.4,2050.72,2,1,0,0,0
54,114.99,6238.02,0,2,0,1,0
46,94.85,3767.24,0,2,0,0,1
25,107.63,2379.63,0,1,0,0,1
0,33.65,0.0,0,0,0,0,0
9,52.02,479.24,1,1,0,0,1
21,56.83,1142.59,2,0,0,0,1
2,73.72,144.65,1,0,0,0,1
37,49.69,1850.67,1,1,0,0,1
56,26.06,1482.16,0,1,0,0,0
70,56.89,3764.3,0,2,0,0,0
35,45.45,1514.01,1,3,0,1,1
63,58.59,3667.55,0,2,1,0,1
71,39.7,2544.35,0,0,0,1,0
62,46.19,2923.63,2,0,0,1,0
33,82.7,2331.08,2,2,1,1,0
23,58.82,1202.9,1,2,0,0,1
71,54.54,3911.22,0,0,1,1,0
17,73.39,1145.39,2,2,0,1,0
30,97.19,2565.72,0,1,0,1,0
5,57.89,256.84,0,1,0,1,0
57,78.75,4291.92,0,1,0,0,1
47,116.62,5586.58,2,2,1,1,0
6,72.2,374.34,2,0,0,1,0
16,110.98,1520.15,1,1,1,0,1
40,99.37,3748.37,0,1,0,0,0
39,25.87,1050.54,0,4,1,1,0
58,62.91,3305.07,0,1,1,0,0
19,89.83,1778.17,2,1,0,1,1
67,118.67,8169.83,0,0,1,0,1
32,65.84,1910.15,0,1,0,1,1
60,29.28,1780.32,1,1,0,0,1
17,76.2,1278.78,0,3,0,1,1
2,32.66,62.21,2,0,0,1,0
4,95.15,355.7,0,0,0,1,0
27,70.77,1935.82,2,0,0,0,0
69,92.34,6426.36,0,1,0,0,1
3,106.94,321.27,0,1,0,0,1
26,82.89,2262.15,0,1,0,0,1
7,81.24,537.8,0,1,0,1,1
68,95.46,6565.18,1,0,0,0,1
49,104.25,5223.16,0,1,1,0,1
55,106.91,5246.89,0,4,1,1,0
52,23.64,1055.23,1,1,1,0,1
47,75.62,3308.73,0,2,0,0,1
56,41.63,2381.05,1,0,0,1,0
0,106.03,0.0,1,1,1,0,1
63,84.84,5291.48,0,0,0,1,1
54,62.02,2851.64,1,1,0,1,0
53,38.81,1894.58,0,3,0,0,1
28,53.9,1468.61,0,0,0,1,1
58,90.38,4591.77,0,0,0,1,0
27,40.44,1123.9,2,4,0,0,1
3,29.36,77.62,1,3,0,1,1
66,108.8,7410.29,0,0,0,0,0
17,96.42,1464.21,2,1,0,1,1
7,39.98,293.53,0,2,0,1,1
45,49.23,2150.99,2,1,0,0,0
17,117.21,1727.3,1,1,0,0,1
62,90.82,4859.73,2,1,0,0,1
32,81.05,2243.42,2,1,0,1,0
0,50.76,0.0,2,1,0,1,1
69,49.91,3484.83,0,2,0,0,0
37,23.95,824.64,1,1,1,0,1
19,92.85,1656.48,2,4,0,1,1
49,24.32,1153.38,1,1,0,0,0
38,20.49,744.83,0,2,1,0,1
2,92.95,183.6,2,3,0,0,0
55,114.89,5967.35,0,1,0,1,1
29,95.65,2753.8,0,1,0,0,1
51,67.16,3594.58,0,2,0,1,1
65,68.6,4102.55,0,3,0,1,0
44,63.61,2385.85,1,0,0,0,0
49,52.46,2249.54,0,0,0,1,0
18,72.17,1248.01,1,2,0,0,1
17,63.12,985.96,2,5,0,0,0
30,79.82,2485.59,0,0,0,1,1
62,109.81,6641.35,1,3,1,0,0
38,119.5,4332.44,0,2,0,1,1
25,27.87,703.44,2,1,0,1,0
56,58.47,2952.51,2,2,0,0,1
62,38.07,2393.26,0,2,0,1,0
65,55.21,3052.55,1,2,0,1,0
21,48.75,997.07,0,3,0,0,0
51,37.45,1980.53,0,1,0,1,0
43,96.41,4177.02,1,0,1,1,1
32,69.63,2274.34,0,3,0,0,1
28,111.92,2912.49,1,2,0,0,0
8,23.26,188.84,0,3,0,0,1
20,26.7,512.73,0,1,0,0,0
40,60.33,2349.75,2,0,0,0,0
64,28.03,1545.97,0,0,1,1,1
63,46.27,2595.26,1,1,0,1,0
13,118.6,1480.43,0,2,0,1,1
49,40.9,1727.05,2,2,0,0,0
6,39.81,238.45,1,0,0,0,0
49,77.36,3858.91,0,3,0,0,0
24,69.8,1732.28,0,3,0,0,1
32,78.04,2173.52,0,3,0,1,0
52,57.67,3112.63,2,1,0,0,0
31,102.68,2748.67,0,1,0,1,1
58,33.86,1855.5,0,2,0,0,0
38,62.84,2431.02,1,2,0,1,1
72,88.98,5535.67,0,4,1,1,0
46,106.82,4194.58,0,0,0,1,1
21,56.96,1022.7,0,1,0,1,0
56,76.77,4093.85,0,0,0,1,0
29,26.91,790.0,1,2,0,1,0
38,37.03,1231.93,2,2,0,0,0
